der,clan,clan
die,clearing,clearing
der,club,club
die,cluster,cluster
der,code,code
das,college,college
der,computer,computer
der,container,container
der,cousin,cousin
der,cowboy,cowboy
die,creme,cream
der,cutter,cutter
das,dach,roof
der,dachboden,attic
die,dame,lady
der,dampf,steam
die,dank,thanks
die,datei,file
die,daten,data
der,datensatz,record
das,datum,date
der,daumen,thumb
der,deal,deal
das,deck,deck
die,decke,ceiling
die,decke,blanket
die,decke,quilt
der,deckel,lid
die,decker,decker
der,dekan,dean
das,denken,thinking
die,depression,depression
das,design,design
das,detail,detail
der,detektiv,detective
der,deutsche,german
das,diagramm,chart
der,diamant,diamond
die,dichtung,seal
die,dick,dick
der,dieb,thief
der,diener,servant
das,dienstmädchen,maid
das,diner,diner
das,ding,thing
der,dinosaurier,dinosaur
der,direktor,director
die,diskussion,discussion
die,distanz,distance
die,doc,doc
das,dock,dock
der,doktor,doctor
das,dokument,document
der,dolly,dolly
der,donner,thunder
das,dorf,village
die,dose,can
die,dose,tin
der,drache,dragon
das,drama,drama
der,drang,urge
der,dreck,dirt
der,druck,pressure
die,druck,print
der,dschungel,jungle
der,duft,scent
der,dummkopf,fool
die,dunkelheit,dark
der,durchgang,passage
der,durchhang,slack
die,durchschnitts,mean
die,dusche,shower
die,dämmerung,dusk
der,dämon,demon
die,ebene,plain
das,echo,echo
die,ecke,corner
die,ecke,edge
der,effekt,effect
die,ehe,marriage
die,ehefrau,wife
der,ehemann,husband
das,ehepaar,couple
die,ehre,honor
das,ei,egg
die,eiche,oak
das,eichhörnchen,squirrel
die,eigenschaft,feature
die,eigenschaft,property
die,eile,hurry
der,eimer,bucket
der,eindruck,impression
der,eine,one
der,eingang,entrance
die,eingeweide,gut
die,einheit,unit
das,einkaufen,shopping
die,einkaufshalle,mall
die,einladung,invitation
die,einrichtung,facility
der,einsatz,stake
die,einstellung,setting
der,eintritt,entry
der,einzelne,individual
das,eis,ice
die,eisenbahn,railroad
der,ekel,disgust
der,elefant,elephant
das,element,element
das,elend,misery
der,elf,elf
der,ellbogen,elbow
das,elternteil,parent
die,email,email
die,emotion,emotion
der,empfänger,receiver
das,ende,end
die,energie,energy
der,engel,angel
das,englisch,english
die,ente,duck
die,entscheidung,decision
die,entschuldigung,excuse
die,entschuldigung,apology
die,enttäuschung,disappointment
die,entwicklung,development
der,entwurf,draft
die,erde,earth
die,erde,soil
das,ereignis,event
der,erfolg,success
das,ergebnis,result
die,erkennung,recognition
die,erklärung,explanation
die,erlaubnis,permission
das,erlebnis,experience
die,ermittlung,investigation
die,erscheinung,appearance
die,erwachsene,adult
der,erzähler,narrator
die,eröffnung,opening
der,esel,ass
das,essen,food
das,essen,eating
die,eule,owl
die,exekutive,executive
die,existenz,existence
der,experte,expert
die,explosion,explosion
die,explosion,blast
die,fabrik,factory
das,fach,compartment
die,fackel,torch
der,faden,thread
der,fahrer,driver
der,fahrer,rider
das,fahrrad,bike
das,fahrrad,bicycle
die,fahrspur,lane
die,fahrt,drive
die,fahrt,ride
das,fahrzeug,vehicle
der,fall,case
der,fall,drop
die,falle,trap
die,falte,fold
die,familie,family
der,fan,fan
die,fantasie,fantasy
das,farbband,ribbon
die,farbe,color
die,farbe,paint
die,faust,fist
der,favorit,favorite
das,fazit,conclusion
die,feder,feather
die,fee,fairy
der,fehl,miss
der,fehler,mistake
der,fehler,fault
der,fehler,error
der,feind,enemy
das,feld,field
das,fell,fur
der,fels,rock
das,fenster,window
das,fernsehen,television
die,ferse,heel
die,festung,fort
das,fett,fat
das,feuer,fire
das,fieber,fever
die,figur,figure
die,fiktion,fiction
der,film,movie
der,film,film
der,finger,finger
die,finger,fingertip
der,fingernagel,fingernail
die,firma,firm
der,fisch,fish
das,fitnesscenter,gym
die,flagge,flag
die,flamme,flame
die,flasche,bottle
der,fleck,stain
die,fledermaus,bat
das,fleisch,flesh
das,fleisch,meat
die,fliese,tile
die,flotte,liquor
der,fluch,curse
die,flucht,escape
der,flug,flight
der,flug,fly
der,flughafen,airport
das,flugzeug,plane
das,flugzeug,airplane
das,fluid,fluid
der,flur,hallway
der,fluss,river
der,flügel,wing
die,flüssigkeit,liquid
das,flüstern,whisper
der,fokus,focus
der,ford,ford
die,form,shape
die,form,form
die,forschung,research
der,fortschritt,progress
das,foto,photo
der,fotograf,photographer
die,fotografie,photograph
die,fracht,cargo
die,frage,question
das,fragment,fragment
die,franzosen,french
die,frau,woman
die,freiheit,freedom
die,freiheit,liberty
der,fremde,stranger
die,freude,pleasure
die,freude,delight
der,freund,friend
der,freund,boyfriend
die,freundin,girlfriend
die,freundschaft,friendship
der,frieden,peace
der,friedhof,cemetery
die,frisur,hairstyle
die,front,front
der,frosch,frog
der,frost,frost
die,frustration,frustration
die,fröhlichkeit,happiness
der,frühling,spring
das,frühstück,breakfast
der,fuchs,fox
der,fund,discovery
der,funke,spark
die,funktion,function
der,fuß,foot
der,fußball,football
die,fähigkeit,ability
der,führer,leader
der,führer,guide
die,führung,lead
die,gabel,fork
die,gallerie,gallery
der,gang,aisle
die,gans,goose
das,ganze,lot
das,ganze,whole
die,garage,garage
die,gardine,curtain
der,garten,garden
das,gas,gas
die,gasse,alley
der,gast,guest
der,gastgeber,host
das,gasthaus,inn
die,gate,gate
das,gebet,prayer
das,gebiet,area
das,gebrüll,roar
die,geburt,birth
der,geburtstag,birthday
das,gebäude,building
der,gedanke,thought
das,gedicht,poem
die,geduld,patience
das,gedächtnis,memory
die,gefahr,danger
der,gefangene,prisoner
das,gefolge,wake
das,gefängnis,prison
das,gefängnis,jail
das,gefäss,jar
das,gefühl,feeling
das,gefühl,feel
der,gegenstand,item
das,geheimnis,secret
das,gehen,walking
das,gehirn,brain
der,geist,mind
der,geist,spirit
das,geld,money
das,geld,cash
der,geldbeutel,purse
der,geldbeutel,wallet
die,gelegenheit,opportunity
die,geliebte,mistress
das,gelächter,laughter
das,geländer,railing
die,gemeinde,community
das,gemälde,painting
das,gemüse,vegetable
das,gen,gene
die,generation,generation
das,genie,genius
der,gentleman,gentleman
das,gericht,court
das,gericht,dish
der,geruch,smell
der,geruch,odor
das,gerät,device
das,geräusch,noise
das,gerücht,rumor
das,geschenk,gift
das,geschenk,present
die,geschichte,story
die,geschichte,history
das,geschlecht,sex
der,geschmack,taste
die,geschwindigkeit,speed
die,geschwindigkeit,pace
das,geschäft,business
das,geschäft,store
das,geschäft,shop
der,geschäftsführer,manager
die,gesellschaft,society
das,gesetz,law
das,gesicht,face
das,gespenst,ghost
das,gespräch,talk
die,geste,gesture
die,gesundheit,health
das,getriebe,gear
das,getränk,drink
die,gewalt,violence
das,gewebe,fabric
das,gewebe,tissue
das,gewehr,rifle
das,gewicht,weight
die,gezeiten,tide
das,gift,poison
der,gigant,giant
die,gitarre,guitar
das,glas,glass
der,glaube,faith
der,glaube,belief
das,glied,limb
der,globus,globe
die,glocke,bell
das,glück,luck
das,glück,fortune
die,glühbirne,bulb
das,glühen,glow
die,gnade,grace
das,gold,gold
der,golf,golf
der,gott,god
der,gouverneur,governor
das,grab,grave
der,graben,ditch
der,grad,degree
der,graf,earl
das,gras,grass
der,grat,ridge
das,graue,gray
die,grenze,border
der,griff,grip
der,griff,handle
das,grinsen,grin
die,großmutter,grandmother
der,großvater,grandfather
die,grube,pit
der,grund,reason
der,grund,matter
der,grund,cause
die,grundlage,foundation
das,grunzen,grunt
die,gruppe,group
die,gruppe,gang
die,größe,size
das,grün,green
die,gummi,gum
die,gunst,favor
der,gurt,strap
das,gute,good
das,gänseblümchen,daisy
der,gürtel,belt
das,haar,hair
der,habicht,hawk
der,hafen,port
der,hafen,harbor
der,hain,grove
der,haken,hook
die,halle,hall
der,hals,neck
der,hals,throat
die,halskette,necklace
der,halt,stop
der,halt,hold
der,hammer,hammer
die,hand,hand
der,handel,trade
das,handgelenk,wrist
die,handlung,plot
der,handschuh,glove
das,handtuch,towel
die,handvoll,handful
das,handwerk,craft
die,hank,hank
der,hase,rabbit
die,haube,hood
das,haus,house
der,haushalt,household
der,hausschuh,slipper
das,haustier,pet
die,haut,skin
der,heap,heap
der,heilige,saint
der,held,hero
der,helm,helmet
das,hemd,shirt
die,herausforderung,challenge
der,herbst,fall
der,herbst,autumn
der,herd,stove
die,herde,herd
der,herr,lord
der,herr,mister
die,herrlichkeit,glory
das,herz,heart
der,herzog,duke
die,hexe,witch
die,hilfe,help
der,himmel,sky
der,himmel,heaven
der,hintergrund,background
der,hintern,butt
der,hinweis,hint
der,hirte,shepherd
die,hitze,heat
das,hochwasser,flood
die,hochzeit,wedding
der,hof,yard
der,hof,courtyard
die,hoffnung,hope
das,holz,wood
die,homer,homer
der,honig,honey
der,horizont,horizon
das,horn,horn
der,horror,horror
die,hose,pant
die,hosen,trousers
das,hotel,hotel
der,hub,stroke
der,hubschrauber,helicopter
das,huhn,chicken
der,humor,humor
der,hund,dog
der,hunger,hunger
die,hure,whore
der,hut,hat
die,hälfte,half
der,händler,dealer
der,händler,merchant
die,höhe,height
die,höhle,cave
die,höhle,den
die,hölle,hell
die,hüfte,hip
der,hügel,hill
der,hügel,mound
die,hülse,sleeve
die,hütte,cottage
die,hütte,hut
das,ich,self
die,idee,idea
die,identität,identity
der,idiot,idiot
die,illusion,illusion
die,impuls,pulse
der,impuls,impulse
die,indische,indian
die,information,information
der,ingenieur,engineer
der,inhalt,content
der,innenraum,interior
das,innere,inside
das,insekt,insect
die,insel,island
der,inspektor,inspector
die,instant,instant
der,instinkt,instinct
das,instrument,instrument
die,intelligenz,intelligence
die,intensität,intensity
die,interesse,interest
das,internet,net
das,interview,interview
die,iris,iris
die,jacke,jacket
das,jagd,hunting
die,jagd,chase
die,jagd,hunt
das,jahr,year
die,jahreszeit,season
das,jahrhundert,century
das,jahrzehnt,decade
die,jazz,jazz
die,jeans,jeans
der,jeep,jeep
die,jugend,youth
der,junge,boy
die,jungfrau,virgin
die,junk,junk
die,jury,jury
die,justiz,justice
das,juwel,jewel
der,jäger,hunter
das,kabel,wire
das,kabel,cable
das,kabinett,cabinet
der,kaffee,coffee
der,kaiser,emperor
die,kajüte,cabin
das,kalb,calf
die,kamera,camera
der,kamin,fireplace
die,kammer,chamber
die,kampagne,campaign
der,kampf,battle
der,kampf,fight
der,kampf,struggle
der,kampf,bout
der,kanal,channel
die,kapelle,chapel
das,kapital,capital
das,kapitel,chapter
der,kapitän,captain
die,kappe,cap
die,karriere,career
die,karte,card
die,karte,map
die,kartoffel,potato
die,katze,cat
der,keks,cookie
der,keller,basement
der,kellner,waiter
die,kellnerin,waitress
der,kerl,guy
der,kerl,fellow
der,kern,core
die,kerze,candle
die,kette,chain
der,kick,kick
der,kiefer,jaw
die,kiefer,pine
der,kies,gravel
das,kind,child
das,kind,kid
das,kind,babe
die,kindheit,childhood
das,kinn,chin
die,kirche,church
die,kirsche,cherry
das,kissen,pillow
die,kiste,box
die,kiste,crate
das,kit,kit
der,klang,sound
die,klasse,class
die,klasse,grade
das,klassenzimmer,classroom
die,klaue,claw
das,klavier,piano
das,kleid,dress
das,kleid,gown
die,kleider,clothes
die,kleidung,cloth
das,kleinkind,infant
der,klick,click
der,klient,client
die,klinge,blade
die,klinik,clinic
die,klippe,cliff
die,klopf,knock
der,klumpen,lump
der,knabe,lad
das,knie,knee
der,knochen,bone
der,knopf,button
der,knopf,knob
die,knospe,bud
der,knoten,knot
der,knöchel,ankle
der,koch,cook
das,kochen,cooking
der,koffer,suitcase
der,kofferraum,trunk
die,kohlen,coal
der,koks,coke
der,kollege,colleague
die,kolonie,colony
die,kolumne,column
die,kombination,combination
der,komfort,comfort
das,komitee,committee
der,kommandant,commander
der,kommentar,comment
die,kommode,dresser
die,kommunikation,communication
die,konferenz,conference
die,konsequenz,consequence
die,konstruktion,construction
der,kontakt,contact
das,konto,account
die,kontrolle,control
die,konzentration,concentration
das,konzept,concept
das,konzert,concert
der,kopf,head
das,kopfnicken,nod
der,kopfschmerz,headache
die,kopie,copy
der,korb,basket
das,korn,grain
der,korridor,corridor
die,kosten,cost
das,kostüm,costume
die,kraft,force
die,kraftstoff,fuel
der,kragen,collar
der,kran,crane
das,krankenhaus,hospital
die,krankenschwester,nurse
der,krankenwagen,ambulance
die,krankheit,disease
die,krankheit,illness
das,kraut,herb
die,kreation,creation
die,kreatur,creature
der,krebs,cancer
der,kredit,credit
der,kreis,circle
die,kreis,county
das,kreuz,cross
der,krieg,war
der,krieger,warrior
der,kriminelle,criminal
die,krise,crisis
der,kristall,crystal
die,krone,crown
die,krähe,crow
der,kuchen,cake
der,kuchen,pie
die,kugel,bullet
die,kuh,cow
die,kultur,culture
der,kumpel,buddy
der,kumpel,dude
dem,kunden,customer
die,kunst,art
der,kunststoff,plastic
das,kupfer,copper
die,kuppel,dome
der,kurs,course
die,kurve,curve
der,kuss,kiss
der,käfer,bug
der,käfig,cage
die,kälte,cold
die,kälte,chill
der,kämpfer,fighter
der,käse,cheese
der,könig,king
die,königin,queen
das,königreich,kingdom
das,können,skill
der,körper,body
die,küche,kitchen
der,kühlschrank,refrigerator
das,küken,chick
der,künstler,artist
die,küste,shore
die,küste,coast
das,labor,lab
das,lachen,laugh
die,ladung,charge
die,ladung,load
das,lamm,lamb
die,lampe,lamp
das,land,country
das,land,land
die,landschaft,landscape
die,landung,landing
die,lappen,rag
die,last,burden
die,laterne,lantern
die,lauf,run
der,lauf,barrel
der,lautsprecher,speaker
das,leben,life
die,lebenden,living
die,lebensdauer,lifetime
der,lebensmittel,grocery
das,leder,leather
das,leer,curb
die,legende,legend
der,lehrer,teacher
die,leiche,corpse
die,leichtigkeit,ease
die,leidenschaft,passion
das,leinen,linen
die,leinwand,canvas
die,leiste,ledge
die,leistung,performance
die,leiter,ladder
das,lesen,reading
der,leser,reader
der,leutnant,lieutenant
das,level,level
das,licht,light
die,liebe,love
der,liebe,dear
der,liebhaber,lover
der,liebling,darling
das,lied,song
die,lieferung,delivery
der,lift,lift
die,liga,league
das,limit,limit
die,linie,line
der,link,link
die,linse,lens
die,lippe,lip
der,lippenstift,lipstick
die,liste,list
die,literatur,literature
die,lizenz,license
der,lkw,truck
die,lobby,lobby
das,loch,hole
die,locke,curl
der,lorbeer,laurel
die,luft,air
die,luke,hatch
die,lunge,lung
das,lächeln,smile
die,länge,length
der,löffel,spoon
die,lösung,solution
der,löwe,lion
die,lücke,gap
die,lüge,lie
die,mac,mac
die,macht,power
die,madame,madame
das,magazin,magazine
die,magie,magic
die,mahlzeit,meal
der,mais,corn
das,makeup,makeup
der,maler,painter
die,mama,mom
die,mama,mama
die,mama,mommy
der,mangel,lack
der,mann,man
der,mann,male
die,mannschaft,squad
die,manschette,cuff
der,mantel,coat
der,mantel,cloak
die,marine,navy
die,marke,brand
der,markt,market
der,marmor,marble
der,marsch,march
die,maschine,machine
die,maske,mask
das,maß,measure
die,masse,mass
das,match,match
das,material,material
die,mathematik,math
die,matratze,mattress
die,matte,mat
die,mauer,wall
das,maultier,mule
der,maurer,mason
die,maus,mouse
das,maximum,maximum
die,medien,media
das,medikament,drug
die,medizin,medicine
das,meer,sea
die,meinung,opinion
der,meister,master
die,melodie,tune
die,menge,crowd
der,mensch,human
die,menschlichkeit,humanity
das,menü,menu
das,messer,knife
der,messestand,booth
das,messgerät,meter
der,messing,brass
das,metall,metal
die,methode,manner
die,methode,method
der,metzger,butcher
die,miete,rent
die,milch,milk
die,mine,mine
der,minister,minister
die,minute,minute
die,mission,mission
den,mist,crap
das,mitglied,member
das,mitleid,pity
das,mittagessen,lunch
die,mittags,noon
die,mitte,middle
die,mitten,midst
die,mitternachts,midnight
die,mode,fashion
das,model,model
der,moment,moment
das,momma,momma
der,monat,month
der,mond,moon
das,mondlicht,moonlight
das,monster,monster
der,mord,murder
der,morgen,morning
die,morgendämmerung,dawn
das,motel,motel
der,motor,engine
der,motor,motor
der,mund,mouth
die,muschel,shell
das,museum,museum
die,musik,music
der,musiker,musician
der,muskel,muscle
das,muster,pattern
das,muster,sample
der,mut,courage
die,mutter,mother
die,mutter,nut
das,mysterium,mystery
das,mädchen,girl
das,märchen,tale
die,möbel,furniture
die,möglichkeit,possibility
der,mönch,monk
der,mörder,killer
der,mörder,murderer
die,mühle,mill
der,müll,garbage
der,müll,trash
der,müll,waste
der,müller,miller
das,mündel,ward
die,münze,coin
der,nachbar,neighbor
die,nachbarschaft,neighborhood
die,nachfrage,demand
der,nachmittag,afternoon
die,nachricht,message
die,nachrichten,news
die,nacht,night
die,nadel,needle
der,nagel,nail
der,name,name
die,narbe,scar
die,nase,nose
das,nasenloch,nostril
die,nation,nation
die,natur,nature
der,nebel,fog
der,nebel,mist
die,neigung,affection
der,nerv,nerve
das,nest,nest
das,netz,web
das,netzwerk,network
die,neugier,curiosity
der,nippel,nipple
die,nonne,nun
der,nord,north
die,note,mark
das,notebook,notebook
der,notfall,emergency
die,notiz,note
die,notiz,notice
die,oberfläche,surface
der,oberschenkel,thigh
der,oberst,colonel
das,objekt,object
das,obst,fruit
das,offizielle,official
der,offizier,officer
das,ohr,ear
der,ohrring,earring
die,oma,grandma
der,onkel,uncle
der,opa,grandpa
die,oper,opera
die,operation,operation
die,operation,surgery
das,opfer,victim
die,option,option
die,orange,orange
die,organisation,organization
die,orgel,organ
der,ort,place
der,ort,location
der,osten,east
das,outfit,outfit
der,ozean,ocean
das,paar,pair
das,pad,pad
das,paket,package
die,pal,pal
der,palast,palace
die,palme,palm
die,panik,panic
der,panzer,tank
der,papa,daddy
die,papa,papa
das,papier,paper
die,parade,parade
das,parfüm,perfume
der,park,park
das,park,parking
der,partner,partner
die,party,party
der,pass,pass
der,passagier,passenger
das,pat,pat
der,patch,patch
der,patient,patient
die,patrouille,patrol
die,patty,patty
die,pause,pause
die,pause,break
die,periode,period
die,perle,pearl
die,person,person
das,personal,staff
die,persönlichkeit,personality
der,pfad,path
der,pfad,trail
die,pfanne,pan
der,pfarrer,reverend
die,pfeife,whistle
der,pfeil,arrow
das,pferd,horse
die,pflanze,plant
die,pflege,care
die,pflicht,duty
die,pfote,paw
das,pfund,pound
die,phantasie,imagination
das,picknick,picnic
der,pier,pier
die,pille,pill
der,pilot,pilot
der,pinsel,brush
der,pirat,pirate
die,piste,slope
die,pistole,pistol
die,pizza,pizza
das,plakat,poster
der,plan,plan
der,planet,planet
die,platform,platform
die,platte,panel
der,platz,spot
das,pochen,pounding
die,poesie,poetry
der,poet,poet
der,pol,pole
die,politik,politics
die,polizei,police
der,polizist,cop
der,polizist,policeman
die,pop,pop
die,portion,portion
das,porträt,portrait
die,position,position
die,post,post
die,post,mail
der,prediger,preacher
der,preis,price
der,preis,prize
die,presse,press
der,priester,priest
der,prinz,prince
die,prinzessin,princess
das,prinzip,principle
der,privatsphäre,privacy
das,problem,problem
das,produkt,product
die,produktion,production
der,professor,professor
das,profil,profile
das,programm,program
das,projekt,project
das,prospekt,prospect
der,protest,protest
das,protokoll,log
der,prozess,process
der,präsident,president
die,prüfung,check
das,publikum,audience
die,puff,puff
der,pullover,sweater
das,pulver,powder
die,pumpe,pump
der,punkt,point
der,punkt,dot
die,punktzahl,score
die,puppe,doll
das,quadrat,square
die,qualität,quality
die,quelle,source
der,rabbi,rabbi
das,rad,wheel
das,radio,radio
der,rahmen,frame
die,rakete,rocket
die,rakete,missile
die,rampe,ramp
die,ranch,ranch
der,rand,rim
der,rang,rank
der,rasen,lawn
die,rast,rest
der,rat,council
die,rate,rate
der,ratgeber,counselor
der,ratschlag,advice
die,ratte,rat
der,rauch,smoke
der,raum,space
die,reaktion,reaction
die,realität,reality
die,rechnung,bill
das,recht,right
die,rede,speech
der,reed,reed
die,referenz,reference
die,reflexion,reflection
das,regal,shelf
das,regal,rack
die,regel,rule
der,regen,rain
der,regenschirm,umbrella
die,regierung,government
die,region,region
das,reh,deer
das,reich,empire
der,reichtum,wealth
die,reichweite,reach
die,reihe,row
die,reihe,series
der,reis,rice
die,reise,trip
die,reise,journey
die,reise,tour
die,reise,travel
der,reisende,traveler
die,reiß,tear
die,relative,relative
das,relief,relief
die,religion,religion
das,rennen,race
das,rennen,running
der,reporter,reporter
der,respekt,respect
die,ressource,resource
das,restaurant,restaurant
die,rezeption,reception
der,rhythmus,rhythm
der,richter,judge
die,richtlinie,policy
die,richtung,direction
der,ring,ring
die,rippe,rib
das,risiko,risk
der,riss,crack
der,ritter,knight
das,ritual,ritual
die,robe,robe
der,roboter,robot
der,rock,skirt
das,rohr,pipe
das,rohr,tube
die,rolle,roll
die,rolle,role
der,rollstuhl,wheelchair
der,roman,novel
die,romantik,romance
die,rose,rose
das,rotkehlchen,robin
die,route,route
die,routine,routine
der,rubin,ruby
der,rucksack,backpack
das,rudel,pack
der,ruf,reputation
die,ruhe,calm
die,ruine,ruin
der,rumpf,hull
die,runde,round
die,runden,lap
die,rutsche,slide
die,rück,rear
der,rücken,back
die,rückkehr,return
die,rüstung,armor
die,saat,seed
der,sack,sack
der,saft,juice
der,salat,salad
das,salz,salt
die,sammlung,collection
der,samt,velvet
der,sand,sand
das,sandwich,sandwich
der,sarg,coffin
der,satellit,satellite
der,sattel,saddle
der,satz,set
der,satz,sentence
der,satz,phrase
die,sauce,sauce
die,sauerstoff,oxygen
der,schaden,damage
der,schaden,harm
das,schaf,sheep
der,schal,scarf
die,schale,bowl
die,schale,tray
der,schalter,switch
die,schande,shame
der,schatten,shadow
die,schattierung,shade
der,schatz,treasure
der,schatz,sweetheart
die,schaufel,shovel
die,schaukel,swing
der,schauspieler,actor
die,schauspielerin,actress
die,scheibe,slice
die,scheidung,divorce
der,scheinwerfer,headlight
die,scheiße,shit
die,scheune,barn
die,schicht,layer
das,schicksal,fate
die,schiene,rail
das,schiff,ship
das,schiff,vessel
das,schild,sign
das,schild,shield
die,schildkröte,turtle
der,schlaf,sleep
der,schlaf,sleeping
die,schlafanzüge,pajamas
das,schlafzimmer,bedroom
der,schlag,blow
der,schlag,hit
der,schlag,punch
der,schlamm,mud
die,schlange,snake
der,schlauch,hose
die,schleife,loop
das,schließfach,locker
das,schloss,lock
die,schlucht,canyon
der,schlüssel,key
der,schlüssel,clue
der,schmerz,pain
der,schmetterling,butterfly
der,schmuck,jewelry
der,schnee,snow
der,schnitt,cut
die,schnur,string
die,schnur,cord
der,schnurrbart,mustache
der,schock,shock
die,schokolade,chocolate
der,schrank,closet
der,schrecken,terror
der,schrei,scream
der,schrei,shout
das,schreiben,writing
der,schreibtisch,desk
der,schritt,step
die,schritt,stride
die,schrotflinte,shotgun
der,schrott,scrap
die,schublade,drawer
der,schuh,shoe
die,schuld,guilt
